,Caption,Comments,Likes,Username,lat,lon,Short Name,Country,tagged_Users
104,Beautiful wall art at @spring_spa 💕,1,4,livingindi,-36.8525907,174.7446046,228,New Zealand,no mention
105,"Olive tree leaf inspired mural with the silver leaf applied. This mural is super close to my heart. It was done in South Africa for my sister in law's (@drdebbienorval) clinic. Olive trees symbolize healing, wisdom and peace and are a representation of her amazing work to restore youth, beauty and confidence for her patients. For this mural, I started with a series of blue glazed washes in the background and then overlaid the olive leaf design on top. It's all hand painted with added distressed silver leaf to really give it dimension and shine. I was SO honored to create a mural for her clinic as a representation of her business and work.",1,9,kada_creative,40.7982133,-77.8599084,State College,United States,no mention
108,"𝗠𝗮𝗴𝗶𝗰 𝗠𝘂𝘀𝗵𝗿𝗼𝗼𝗺𝘀 𝗺𝗲𝗲𝘁𝘀 𝗔𝗮𝗿𝗵𝘂𝘀 𝗢̷
.
.
.
.
#magicmushrooms #aarhusø #visitaarhus #voresøstjylland #streetlife #saftyfirst #trygfonden #blending #blendingmodes #photography #fotografie #photoart #fotokunst #großstadt #großstadtliebe #elmgreenanddragset  #aarhus #aarhushavn #århus #kunst #urbanphotography #urbanjungle #urban #streetphotography #streetart #urbanart #streetphotographers",1,5,lemoniies,56.26392,9.501785,DK,Denmark,no mention
109,"A lot going on here ... @thesweettoof @knapple_ @rowdyunofficial @dankitchener and #HELCH 🚀🥳🤪 marking two weeks off work and a sweeeet bank holiday with this treat on my way back from the dentist today 😎
-
-
-
#sweettoof #knapple #rowdy #rowdyunofficial #DANK #dankitchener #helch #teef #pineapple #croc #ménageatrois #bricklane #shoreditch #eastlondon #easter #bankholidayvibes #streetart #art #graffiti #londonstreetart #londongraff #graff #urbanart #publicart #london #streetarteverywhere #notbanksyforum #nbf #thestreetartedit",1,6,thestreetartedit,51.5220098,-0.07170499999999999,Brick Ln,United Kingdom,no mention
113,"Short work day today, but made some progress! Finish this up on Monday.",1,5,laurenlunaltd,30.3331717,-87.1370592,12,United States,no mention
117,"Eunírico, 2021 por Farmer Teut

No que diz respeito aos sonhos, longe da realidade podemos ser muitas coisas. 

O Onirismo nada mais é do que o estado mental difuso, cheio de alucinações visuais de interação entre o real e o irreal, mesmo estando acordado.

De acordo com o artista, o obra é ""a representação da auto-reflexão  e construção de imagem enquanto ser humano. Uma busca interna pelo entendimento de quem sou, o que busco e qual o meu propósito.""

E aí, quem é você no onírico?

Arrasta pro lado para conferir a obra completa e, para mais informações, é só clicar no link em nossa bio. Lá você pode acessar o catálogo ou chamar em nosso WhatsApp. Entre em contato e conheça mais obras de @farmer_teut 

Tamanho: 94x139
Técnica: Acrílica, giz de cera, @poscaoficial e spray sobre madeira.
Disponível em nosso catálogo
(Moldura de madeira)

Na sua primeira compra na Lateral, você ganha 10% de desconto e mais um vale-presente de 10% de desconto para presentear alguém. 

(*Desconto não cumulativo*)

#LateralGaleria
#streetart 
#onirico",1,4,lateralgaleria,37.226007,-95.7069697,311,United States,no mention
118,"All art mural credits go to respective artists. 
@atomiko 
@msgcrew 
.
.
.
.
All images, video, and editing by The Traveling Lakan.
.
.
.
.
#wynwoodwalls #wynwood #wynwoodmiami #art #streetart #miamiflorida #graffiti #wynwoodartdistrict #miamiart #artbasel #wynwoodart #graffitimiami #miamilife #graffitiart #graffiti #graff #graffitiporn #wallart #instagraffiti #mural #sprayart #streetphotography #artwork #graffitiphotography #streetartist #instagraff #streetartphotography #muralart #thetravelinglakan #bhfyp",1,7,the_traveling_lakan,25.8012706,-80.19932469999999,Wynwood Walls,United States,no mention
119,"""Brave Wall"" by Katerina Voronina @voroninakate and @emily_eldridge_art in Kooperation mit @urbanation_berlin und @amnestydeutschland zum Internationalen Frauentag am 8. März 2021 in der Gitschiner Str. 64-67 in Berlin-Kreuzberg.
For project ""Brave Wall"" to celebrate the #InternationalWomensDay, in memoriam to Marielle Franco, who was a Brazilian politician, sociologist, feminist, socialist, and women rights activist.
On 14 March 2018 Franco and her driver were killed by two murderers in another vehicle in Rio de Janeiro. Franco had been an outspoken critic of police brutality and extrajudicial killings.
Fotografiert am 30. März 2021 von Bernd Sauer-Diete. 
#bravewall #onewall #mural #urbancontemporaryart #urbanart #streetart #streetartberlin #berlinstreetart #urbannation #urbannationberlin #berlin #kreuzberg #gitschinerstraße #streetartphotography #streetartfotografie #ilovestreetart #veroninakate #muralart #wandbild #internationalerfrauentag #mariellefranco #feministin #feminismus #blacklivesmatter #internationalerfrauentag #art #grafftiberlin #berlingraffiti #graffiti",1,14,basspunk,52.52000659999999,13.404954,Berlin,Germany,no mention
124,"Easter Hoodies out now @ postedthebrand.com or in the link in our bio⚓️ 

What do you want next???

...
#clothingbrand #hoodies #customclothes #brand #branding #customclothing #streetwear #streetwearfashion #streetstyle #streetart #streetwearfashion #skateboarding #surfing #artistsoninstagram #fyp",1,4,postedtv,34.0522342,-118.2436849,Los Angeles,United States,no mention
125,"Detroit, MI.",1,11,hiddeninscriptions,44.3148443,-85.60236429999999,MI,United States,no mention
126,"🚀 Galaxy Mural 🚀

10 ft wide x 7 ft tall / spray paint
Knocked this out for a very popular Twitch streaming channel which they'll use as one of their backdrops. I didn't tag them because they want to do an official unveil later this month... so more to come on this one!
🪐
🌌
🛸
#twitch #twitchstreamer #gamer #galaxy #outerspace #nebula #planet #milkyway #blackhole #star #videogames #mural #murals #muralartist #muralist #muralart #spraypaint #spraypaintart #streaming #coloradoartist #dyadic_artist",1,6,dyadic_artist,38.8338816,-104.8213634,Colorado Springs,United States,no mention
128,"|| MURAL ||
Turned a blank dining room wall into a work of art. Hand painted my me ;)
:
:
:
:
:
#mural #dallasmurals #dallasinteriordesign #blackinteriordesigner #blackart #dallasartist #dallasblackinteriordesigner #dallasblackownedbusiness #interiordesign #blackownedbusiness",1,1,mz_danielle_elyse,31.9685988,-99.9018131,TX,United States,no mention
129,"Easter greetings from Woodstock ...

#artdelarue #urbanart #urban #instaart #comicart #comicstreetart #woodstock #peanuts #streetartinsta #streetpastup #pastupart #Pastup #easter #happyeaster #art #bilk #cute #Düsseldorf #graffonetics #handmadewithlove #illustration #kleben #love #madewithlove #markant #o0_markant_0o #pastupart #streetartduesseldorf #wandelism",1,7,o0_markant_0o,51.165691,10.451526,DE,Germany,no mention
131,"Air is the goal🥵📸📸 
.
.
.
.
.
.
Photo by : @photographerhugo 
.
.
.
.
.
.
brands used : 
@emerica 
@diamondsupplyco 
@diamondsupplyco.br
@andalebearings 
@blindskate 
@independenttrucks 
@boneswheels 

#volcom 
#emerica 
#southbank 
#southbankskatepark 
#skate 
#skateboard 
#skatepark 
#skatelife 
#skater 
#skaterstyle 
#streetstyle 
#streetart 
#graffiti 
#skatistas 
#skatesp 
#dream
#instadaily 
#instagood 
#instalike 
#londonskateboarding 
#skateuk 
#houseofsk8 
#model
#brandmodels 
#photolovers
#diamonds 
#emerica",1,6,pauloberaldo_,36.2600457,-95.8555267,456,United States,no mention
133,"Life is an open menu of opportunities and your success is often a result of your exploitation of those opportunities. The Marine Corps likes to say “bloom where you’re planted”. I’m honored to have had the chance to leave a mark in most of the places I’ve been.  It turns out, that seeking opportunity and acting on it often opens more opportunities. 

Even though the unit changed its logo, I was able to put this up in the HQ Bldg while I was there. Circa 2016.

#artwork #mural #militaryartwork #painting #unitlogo #usmc #marinecorps #semperfi #militaryartist #wallart #motivation #deployment #deploymentartwork #instart @marines.manpower @marines @camp.lejeune @22nd_meu @usmcmuseum",1,18,cjbaumann_art,34.6250544,-77.4013403,Marine Corps Base Camp Lejeune,United States,no mention
134,"Immense merci à @jefaerosol d'être le premier artiste à ouvrir le bal de Dép'Art Urbain à Roubaix avec ce magnifique pochoir d'un guitariste à la station de métro Morgan Avenue à Brooklyn. Quel symbole !
Dep'Art Urbain c'est 20 artistes urbains qui interviendront tout à tour jusqu'à fin juin pour créer la première galerie urbaine permanente au sein du Parking de la gare à Roubaix. Un projet partenarial entre la SEM Ville Renouvelée, Roubaix Tourisme et la Ville de Roubaix. Un conseil : À suivre !
#streetart #urbanart #departurbain #roubaix #jefaerosol #hellolille #iloveroubaix #pochoir #stencil #parking #brooklyn #aerosolart #painting #blackandwhite",1,2,wilfried_verna,46.227638,2.213749,FR,France,no mention
135,View from the top,1,2,_fpax_,-29.4548175,-51.30632079999999,Feliz,Brazil,no mention
137,"35 rue Émile Reynaud
#streetart #art #urbanart #graffiti #mymontreuil #neuftrois #montreuilgraffiti #montreuiltag #montreuilstreetart #93100 #montreuilcity #montreuil #93 #seinesaintdenis #seinesaintdenisstreetart #nofilter #france #france🇫🇷",1,5,93montreuilgraph,48.8499198,2.6370411,IDF,France,no mention
138,"TGIF 〰️🌅 🔺
Pics of a black light mural I painted in January at @allnightskate Best Friends Bar 
Just got lit 🟣 
Inspired by 90’s arcade/skate rink carpeting, was one of the most technical murals I’ve done yet and super rewarding seeing it glow!
The last image is another mural I painted in the bar in late 2019 before they opened. It’s been lots of fun to bring @kidacolors vision for the designs to life 💜

Now that inside dining is open you can actually see the murals + the atmosphere, cocktails, and food by @mamayoshibk are all killer 😎😋🍹🍙
#blacklightpainting #blacklightart #muralart",1,7,freek_flag,36.1417258,-96.10546149999999,Unit B,United States,no mention
139,"ℓєѕ géαηтѕ ∂є @ellapitr
#festivalstreetart #streetart #bombing #instaart #urbanart #pochoir #pochoirart #stencilart #stencil  #hiddenplace #spraypaint #portraitart #portrait #graffiti #graffitiart #wallart #muralart #aerosolart #jj_urbanart #streetartpics #streetarttoday #spraycanart #colorfulart #escapethecity #laloire 
@safir_festival",1,23,jajadwiga,45.433013,4.322825,Roche-la-Molière,France,no mention
143,"Nos créations chez vous 😍
Bon weekend prolongé à tous !",1,2,archichouparis,46.227638,2.213749,FR,France,no mention
145,"For more pictures see the Link in my Bio

Mein Kater Mochito ...

#lostplace #urbanphoto #canon90d #fotograf #lostplaces #lostplacesgermany #animals #lostplacesphotography #lostplacesbrandenburg #hobbyfotograf #hobbyphotography #hobbyphotographer #urbanphotography #animalsofinstagram #zoo #urbanexplorer #urbanromantix #colors_of_day #zonephotographer #bestnatureshot #urbanart #naturemoments #naturelovers #naturephotography #photoarena #bestnatureshots #cat #catofinstagram #catphotography",1,4,alphadogpictures.de,28.7998519,-97.00454239999999,202,United States,no mention
147,Tony Sjöman ’Untitled’ (2017),1,5,rubinartnyc,40.6781784,-73.9441579,Brooklyn,United States,no mention
148,"Really cool design by @steventheartist @thewallsartpark

#thewallsartpark #tennessee #kobrapaint #art #muralart #muralfest #streetart #tinyplanet #littleplanet #360photography #360photos",1,2,sunkast,36.0821896,-87.8011418,250,United States,no mention
151,"L O V E
.
.
.

#kc #kcmo #kansascity #midwest #citylife #cityvibes #ourkc #yeskc #igkansascity #usa #photography #cityoffountains #bestofkc #bestofkansascity #artcity #streetart #mural",1,6,kansascityinphotos,39.2408369,-94.2880031,Missouri City,United States,no mention
154,".
.
.
.
🏍🎧🎵🖤📸 🙏🏽🌿🪶💫 
.
.
.
Best part of my journey work is not ever knowing exactly where I’m headed or where I’ll end up. The beauty for me is what I discover along the way. I’am so goddamn grateful for this opportunity to be here, right nOw...
.
.
.
@paes164 
Love this oNe...
.
.
.
.
#letsride #denver #triumph #triumphmotorcycles #triumphnation
#triumphbonneville #caferacer #caferacermotorcycles
#caferacerstylemotorcycles #modernclassicmotorcycles 
#M🖤SAIC #foto #photo #photography #urbanphotography #urbanart #urbansprayart #urbanartdenver #streetart #streetartdenver #sprayart #spiritguide #iamhumminbird #journeywork #selfdiscovery #positiveenergy #newopportunities #newlevel",1,3,kevsbliss,38.8338816,-104.8213634,Colorado Springs,United States,no mention
156,West Side Story NYC #streetstyle 📸: @numadelgadophoto #broadway #streetart #nyc #newyork_ig #newyorkcity #walk #newyork_ig #newyorkstateofmind #newyork_bestshots  #usa #newyorker  #newyorkerinthewild #documentary #photography #photooftheday #picoftheday #travelphotography #travel #walking #fotografo #streetphotography #calle #pictureoftheday #pic  #photographer #street #foto #manhattan #photo #photooftheday #photographer #fotografia #streetphotography,1,10,numadelgadophoto,37.3421777,-95.2619957,210,United States,no mention
157,"Vous aimez ce look fuchsia ? 

 #flowerpower #look #outfit #tenuedujour #style #fashion #mode #streetart #art #rock #girlstyle #frenchgirl #rennes #rennesmaville #brunch #printemps #fleurs",1,6,artman1ak,46.227638,2.213749,FR,France,no mention
158,#murales #muralart #muralpainting #art #2021 #visionaryart #pandemic #pandemia #russianstyle #painting #paint#april #like4likes #followforlike #followｍe #instalike #instagood #strange #маскидлялица #нарайоне #onthestreet #streetview,1,5,1234urrr,61.52401,105.318756,RU,Russia,no mention
159,In the flesh ... what a hoot to discover Burt Reynolds in Pioneer Square. Artist @creativityinacan used concentric circles to recreate Burt’s 1972 nude centerfold pose for Cosmopolitan Magazine. I highly recommend you go see this remarkable series of half tone murals @creativityinacan has created.,1,6,charmcitystreetz,47.7510741,-120.7401385,WA,United States,no mention
